1960s,abdullah,al,although,american,ani,announce,announcement,arvn,authority,baathist,back,baghdad,bomber,bombing,border,break,bust,capital,cause,cell,cleric,come,continue,district,dpa,edgar,employ,equivalent,fbi,find,firm,force,ghazaliyah,government,head,high,hoover,hopeful,identify,interior,investment,iraq,iraqi,jihad,kill,killing,level,like,make,manipulate,market,member,ministry,moi,mosque,much,near,news,officer,official,operate,penetrate,preacher,probably,progress,qaim,remind,respected,run,secretly,shaikh,show,side,syrian,target,terror,terrorist,third,town,trouble,two,unwittingly,us,vietnam,weathermen,wonder,work,would,year,zaman
0.0,0.24331965265447905,0.41368786886909265,0.0,0.24331965265447905,0.24331965265447905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24331965265447905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24331965265447905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24331965265447905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24331965265447905,0.0,0.24331965265447905,0.0,0.0,0.0,0.0,0.0,0.24331965265447905,0.0,0.0,0.24331965265447905,0.0,0.0,0.0,0.0,0.24331965265447905,0.0,0.0,0.24331965265447905,0.0,0.0,0.0,0.0,0.24331965265447905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24331965265447905
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3779644730092272,0.0,0.3779644730092272,0.3779644730092272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3779644730092272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3779644730092272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3779644730092272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3779644730092272,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.35358777446028117,0.0,0.0,0.35358777446028117,0.0,0.0,0.35358777446028117,0.0,0.0,0.0,0.0,0.35358777446028117,0.0,0.0,0.26297365418382435,0.0,0.0,0.0,0.0,0.35358777446028117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30058191206271734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30058191206271734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35358777446028117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4601578921271882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4601578921271882,0.0,0.0,0.0,0.0,0.0,0.0,0.4601578921271882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3911762483232489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4601578921271882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.23570226039551584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23570226039551584,0.0,0.23570226039551584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23570226039551584,0.23570226039551584,0.23570226039551584,0.23570226039551584,0.0,0.0,0.0,0.0,0.0,0.0,0.23570226039551584,0.23570226039551584,0.0,0.0,0.0,0.0,0.23570226039551584,0.0,0.0,0.0,0.0,0.23570226039551584,0.23570226039551584,0.0,0.0,0.0,0.23570226039551584,0.0,0.23570226039551584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23570226039551584,0.23570226039551584,0.0,0.23570226039551584,0.0,0.0,0.23570226039551584,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4601578921271882,0.0,0.0,0.0,0.4601578921271882,0.0,0.0,0.0,0.0,0.0,0.4601578921271882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3911762483232489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4601578921271882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4472135954999579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4472135954999579,0.4472135954999579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4472135954999579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4472135954999579,0.0,0.0,0.0,0.0
0.0,0.0,0.3470933482865148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4083012304645545,0.0,0.3036656647614862,0.0,0.0,0.0,0.4083012304645545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4083012304645545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4083012304645545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3470933482865148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.2405919300303511,0.0,0.0,0.0,0.2405919300303511,0.0,0.0,0.2405919300303511,0.0,0.0,0.0,0.0,0.0,0.2405919300303511,0.0,0.0,0.0,0.17893531274885047,0.0,0.0,0.2405919300303511,0.0,0.0,0.0,0.0,0.0,0.0,0.2405919300303511,0.0,0.0,0.0,0.2405919300303511,0.0,0.0,0.0,0.2405919300303511,0.2405919300303511,0.0,0.0,0.0,0.2045251209993572,0.0,0.0,0.0,0.0,0.0,0.2405919300303511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2405919300303511,0.0,0.0,0.0,0.2405919300303511,0.0,0.2405919300303511,0.2405919300303511,0.0,0.0,0.0,0.0,0.0,0.0,0.2405919300303511,0.0,0.0,0.0,0.2405919300303511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35355339059327373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35355339059327373,0.0,0.0,0.35355339059327373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35355339059327373,0.0,0.0,0.35355339059327373,0.0,0.0,0.35355339059327373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35355339059327373,0.0,0.0,0.35355339059327373,0.0,0.0,0.0
